1165160117	"SWAT4LS"
1192093291	"TRIDENTCOM"
1199066382	"BIOINFORMATICS"
1201746639	"AIS"
2621640373	"EDAPS"
2622088384	"ICMTMA"
2622501483	"iWAT"
2623061857	"IMFEDK"
2755564649	"EBCCSP"
2755777083	"DSP"
2755805862	"B-HCI"
2756335957	"EEM"
2756510695	"NESEA"
2757735947	"SIMPLEX"
2898401412	"SCCTSA"
2898563872	"SPL"
1119484956	"SAB"
1124356716	"CMSB"
1198654179	"BMVC"
2624055407	"IIT"
2754378120	"ICSR"
2755198219	"ASQED"
2756137309	"BEAMS"
2756316134	"PSC"
2758358459	"AAIP"
2898185037	"ICCR"
1128819360	"RR"
1131091954	"CiE"
1142011064	"ICAD"
1142809651	"FSR"
1146437905	"EUROCAST"
1171527391	"ISDA"
1177288818	"CSE"
2622964579	"ICTON"
2753945848	"ADEHMS"
2754253602	"Experiment"
2754428651	"DCS"
2754537352	"RIAO"
2754723884	"ICIS"
2755073670	"LO"
2755610872	"ISP"
2756353761	"SCTAC"
2757911374	"GSD"
2758125784	"PASSAT"
2759390434	"TextGraphs"
2760183467	"ASPAAI"
2898186214	"AAERS"
2898207581	"ICoDIS"
2898326963	"ICCSAM"
1163163559	"ICIP"
1182750626	"AIRS"
2754001383	"ICIMSA"
2754306351	"HAIAP"
2754342648	"MCMSE"
2754360969	"NAVITEC"
2755279793	"MAS"
2755443121	"MACE"
2757016865	"ODBIS"
2898213939	"NeLC"
2898232070	"Hot Chips"
2898273418	"SaMBa"
1133508372	"LATIN"
1136617647	"AIAI"
1140174619	"WKDD"
1150269835	"JTRES"
1185630141	"CSIE"
1195635621	"WoLLIC"
2622105362	"ICCP"
2754010095	"DeLFI"
2754477225	"ICDeCom"
2754846123	"INSS"
2754881410	"ReTIS"
2755852590	"UT"
2756032960	"ICSET"
2756736737	"DSMML"
2757194849	"EETN"
2758640569	"icSPORTS"
2759725227	"DCNET"
2898556758	"ICAST"
2898566932	"ICGDA"
1147832778	"CLADE"
1158801738	"PGM"
1162521816	"MSR"
1180646617	"LID"
1191172908	"AMAST"
2754059319	"CGIV"
2754135502	"SISIDE"
2754446120	"ANNES"
2756098343	"PCITC"
2759925731	"LESS"
2898111911	"ISSEP"
1154039276	"ESA"
1166235906	"CBMS"
1168671587	"AAMAS"
1177537908	"MLDM"
1178880552	"IWAAL"
1183637428	"PSB"
1198399583	"TGC"
2621925306	"CIMSA"
2623151190	"Healthcom"
2624178097	"ISCE"
2626326608	"CF"
2727682610	"BDCloud"
2754068770	"IREC"
2754141368	"ICLP"
2754836383	"EDBT-ICDT"
2755052031	"IFELC"
2755467670	"KBEI"
2755870440	"SPGS"
2756241335	"BTW"
2758023765	"IWSC"
2758636182	"miproBIS"
2898199461	"ICBI"
1131672992	"LCTES"
1140961231	"IIS"
1144277514	"IMECS"
1185773761	"DCC"
2623493804	"ICDCSW"
2625971837	"BuildSys"
2754374854	"S3S"
2754527366	"BIR"
2754742224	"Israel"
2754955730	"EEE"
2756230929	"ISACI"
2756313868	"NN"
2756401274	"COIN-NGNCON"
2757777968	"BTE"
2757832149	"LBM"
2757896810	"BDSE"
2759033409	"INOC"
2898119284	"CAT"
2898271967	"TTRAEurope"
1131300907	"SBCCI"
1176326080	"OSS"
1179702818	"AMT"
2537594308	"SECURITY"
2623592691	"PECI"
2736004929	"JCSSE"
2736046303	"ISSSTA"
2754127509	"ITMC"
2754217282	"INGN"
2754376901	"ICPEC"
2754767283	"CCPR"
2754905290	"INMMC"
2755255298	"PSAN"
2755652246	"ICITAB"
2756065896	"ISET"
2756998668	"BPMDS"
2757305654	"ACM-L"
2758634423	"SNAKDD"
2759815964	"MBDS"
2760248163	"HCIEd"
2898150659	"RoboCup Workshop"
2898296554	"CSS"
2898545746	"ICSIM"
2942832808	"AKBC"
1129450674	"EvoBIO"
1129724978	"SEMCCO"
1144674403	"ISMIR"
1164203406	"WADT"
1170525533	"SERA"
1183478919	"ICDM"
1196883058	"PDSW"
2736010911	"APACE"
2754457197	"EFTF"
2754589071	"CSCIT"
2755214297	"BCTM"
2755460317	"ICNI"
2755549812	"ICCSIT"
2755701141	"ICCDCS"
2755825106	"DCMA"
2755883048	"IST"
2755936140	"TAEE"
2755980765	"IPDPSW"
2756414524	"RFM"
2756714439	"CNL"
2760794530	"HotMiddlebox"
2898575290	"CCGRID"
1127267470	"eTELEMED"
1140917629	"WASA"
1142762373	"ICSDM"
1143423991	"COCOA"
1171745684	"DIS"
1180338098	"ECSA"
2606469623	"SC"
2621553703	"EuMC"
2622029738	"ICCE"
2625165767	"VANET"
2625859420	"WETSoM"
2754124891	"UPCON"
2754172319	"URSI GASS"
2754262276	"ESARS"
2754404193	"ILAKC"
2754680936	"APMPPI"
2754760598	"SIBCON"
2756059627	"IWAENC"
2756302420	"ISUC"
2756396667	"IWSOC"
2759159208	"GreenCom"
2898097780	"PoSS-RT"
2898361526	"DL"
1130524533	"IVCNZ"
1136755600	"FPGA"
1148878455	"BIS"
1160211978	"ACNS"
1161412788	"ICFHR"
1168669760	"WFLP"
1183580825	"ICONIP"
1192710661	"MSWiM"
2623135487	"CIDU"
2624217010	"IRMMW-THz"
2627017190	"ICEGOV"
2754278388	"ICED"
2755585586	"ECCE"
2755684428	"RASI"
2756138763	"ECAI"
2756537883	"TRIOS"
2757377769	"WHM"
2757915777	"EMBS"
2757925143	"AC"
2758512898	"WCPS"
2898391010	"ICMMM"
1134880735	"ENC"
1152595915	"Infoscale"
1181892187	"WWIC"
2622668024	"SmartGridComm"
2625027540	"HAI"
2734539333	"SCVT"
2754076204	"FNCES"
2755763040	"CW"
2756306689	"ICOS"
1136212596	"GRAPP"
1175548354	"WIDM"
1176077016	"SAMOS"
1178327129	"PAKDD"
1181023599	"CASoN"
1185016349	"AIMS"
1191474766	"FPL"
1201175904	"Ada-Europe"
1203645832	"Autonomics"
2623113813	"EMS"
2623319337	"ESTS"
2626020790	"ETRA"
2627068791	"NDM"
2754347256	"WIMS"
2754643071	"EWPDP"
2754673160	"PDSN"
2754750461	"ICEC"
2754885367	"EIConRus"
2754931281	"NSEC"
2754932198	"IWCSE"
2755226198	"EMP"
2755509239	"VAMR"
2755965242	"ICMO"
2756909668	"IMMM"
2759526785	"RWDSL"
2898244662	"EXPRESS/SOS"
1128547292	"DBSocial"
1133691915	"APCCAS"
1135237122	"MM"
2622168059	"SiRF"
2623379053	"NVMTS"
2624544097	"BIC-TA"
2754133892	"ISIT"
2754429661	"ICIIP"
2754756178	"ICEMPE"
2754923793	"M-NANO"
2755058989	"JCIS"
2755563550	"MECBE"
2755705128	"ICCAT"
2755908901	"CoSeRa"
2758088368	"NSDR"
2758433210	"AMS"
2759923341	"WSS"
2898546849	"ICMM"
1186934258	"NTMS"
2621439068	"IPFA"
2622134253	"ESSDERC"
2624310872	"NAPS"
2624656010	"ICET"
2754675597	"DySPAN"
2755727715	"SCT"
2756250854	"OIP"
2756477910	"ICRTIT"
2898114439	"ACCT"
2898166485	"AAAI-MAKE"
1143886216	"INTENSIVE"
1172379331	"AIED"
2537396833	"ASIST"
2625361550	"ICIMCS"
2625551219	"EASE"
2754161470	"ICEM"
2755265722	"IECBES"
2756104231	"PhotonicsGlobal"
2757393251	"PaIR"
2759214834	"ETP"
1136783206	"ICPADS"
1137552346	"SAS"
1200240976	"DBKDA"
2622340237	"RELAW"
2624615226	"ICTer"
2627043526	"IDC"
2755171650	"NSPS"
2755314191	"ECML"
2755806319	"ICUE"
2756209004	"PS"
2898370293	"OMNeT Summit"
2898391096	"ubimus"
1166230065	"FMCAD"
1180274659	"NDSS"
1181711330	"NMR"
2754357506	"STE"
2755414939	"IESM"
2756858386	"WHAT"
2758099404	"Usenix-stc"
2898206495	"KEG"
2898265312	"ICCSSE"
2898526102	"ICE Cube"
1122418201	"DSD"
1127352206	"PLDI"
1140216390	"ICIS"
1150919317	"MICRO"
1152271581	"CGI"
1162013546	"CCC"
1184048318	"IWSEC"
2625909334	"CODES+ISSS"
2754049124	"ELT"
2754321678	"ICEDEG"
2754729378	"HotStorage"
2754920443	"SFC"
2755509916	"AISP"
2755631541	"ICE"
2755847365	"ScalCom"
2756120078	"ISPD"
2756153282	"EEE"
2756393639	"ICSIP"
2757357463	"HOPL"
2758650831	"ARTEMIS"
2759023276	"LDTA"
2898390727	"CMDM"
2898585391	"CLIMA"
1121493235	"AIMSA"
1136631244	"OPODIS"
1140213147	"EUROCRYPT"
1169008467	"InfoSecCD"
1169806927	"FM"
1188965700	"RECOMB"
1197725624	"SERENE"
1197804595	"BROADNETS"
2621911652	"SMI"
2622815044	"CementCon"
2625190319	"APL"
2625849710	"MobiArch"
2625908621	"C3S2E"
2754603575	"ACBD"
2754637515	"ICSGCE"
2754697138	"EuroHaptics"
2755362109	"ICCCT"
2756396664	"GIS"
2757226066	"SSS"
2757256279	"IESS"
2759827559	"AMS"
1121181248	"BNAIC"
1125490875	"ReCoSoC"
1130053016	"NaBIC"
1154077072	"CONIELECOMP"
1169373553	"ISSPA"
1170695740	"SMC"
2622930878	"MMAR"
2623190570	"ISWPC"
2624946902	"SIGSMALL"
2625105974	"PADD"
2626463979	"WIIAT"
2754187978	"PEEED"
2754710603	"ICSICT"
2754760940	"ISE"
2755191341	"ABLAZE"
2755307621	"InECCE"
2755529264	"MEMS"
2755813646	"ACC"
2757092708	"ISOS"
2898241317	"TNC"
2898430688	"icimece"
1174458453	"ISPEC"
2622163546	"HPCS"
2622250501	"CSEE&T"
2623605732	"ASICON"
2753970348	"IFEEC"
2753990971	"HCC"
2754492142	"ICMC"
2754513596	"ICETET"
2755123489	"FIT"
2755323504	"IconSpace"
2755590033	"PCHP"
2755591691	"CIEC"
2756249232	"TechSym"
2756464993	"HNICEM"
2760749209	"Med2.0"
2898274715	"KSS"
2898561999	"WSCE"
1179814642	"IWOMP"
2624387484	"AMPS"
2625712539	"AGERE"
2734428011	"IWAGPR"
2754917662	"IEDMS"
2755267605	"IEEE-CS"
